	Description	MG1999112202AA.CEL	MG1999112204AA.CEL	MG1999112206AA.CEL	MG2000011801AA.CEL	MG2000011803AA.CEL	MG2000011807AA.CEL	MG2000030308AA.CEL	MG2000031503AA.CEL	MG2000032015AA.CEL	MG2000033106AA.CEL	MG2000033107AA.CEL	MG2000033109AA.CEL	MG2000040501AA.CEL	MG2000040502AA.CEL	MG2000040504AA.CEL	MG2000040505AA.CEL	MG2000040508AA.CEL	MG2000040509AA.CEL	MG2000040510AA.CEL	MG2000040511AA.CEL	MG2000040512AA.CEL	MG2000040513AA.CEL	MG2000051201AA.CEL	MG2000051202AA.CEL	MG2000051204AA.CEL	MG2000051205AA.CEL	MG2000051207AA.CEL	MG2000051208AA.CEL	MG2000051209AA.CEL	MG2000051211AA.CEL	MG2000051213AA.CEL	MG2000061902AA.CEL	MG2000061903AA.CEL	MG2000061904AA.CEL	MG2000061905AA.CEL	MG2000061906AA.CEL	MG2000070709AA.CEL	MG2000070710AA.CEL	MG2000070711AA.CEL	MG2000070712AA.CEL	MG2000070713AA.CEL	MG2000071102AA.CEL
L42572_at	Motor protein	8.29E+02	1.08E+01	1.30E+03	7.67E+02	5.29E+02	1.65E+00	1.18E+03	1.57E-01	5.71E+02	5.94E+00	1.46E+00	6.01E+03	1.63E-01	6.97E+02	4.44E+01	9.04E-01	7.47E+00	2.16E-01	1.06E+01	4.02E+02	4.07E+00	1.26E-01	2.30E-01	1.34E-01	8.07E-02	1.49E+02	1.14E-01	3.26E+00	6.35E-01	1.05E-01	2.32E-01	3.46E-01	6.78E-02	1.62E+01	1.77E-01	7.44E-02	1.19E+02	8.65E-01	2.59E+00	1.32E-01	1.02E+06	6.10E+01
L42583_f_at	"KERATIN, TYPE II CYTOSKELETAL 6D"	4.04E+03	8.42E+03	7.58E+03	1.86E+02	4.92E+02	7.37E+00	2.16E+01	2.59E+03	2.04E+03	2.10E+00	1.30E-01	4.52E+03	7.07E+00	4.70E+01	1.76E+01	3.11E+00	1.32E+00	1.18E-01	6.80E+00	3.64E+02	6.71E+02	2.59E-01	6.11E-01	1.70E+00	8.62E-01	1.33E+02	2.69E+01	2.40E+01	4.26E-01	2.37E+00	1.21E+01	1.04E+01	1.73E+00	6.35E+00	9.53E-01	9.25E-02	8.14E+01	5.12E+02	8.68E+01	2.92E+02	1.13E+03	2.70E+02
L42601_f_at	"KERATIN, TYPE II CYTOSKELETAL 6D"	1.48E+04	1.53E+04	9.10E+03	1.28E+04	3.58E+00	7.88E+02	2.18E+03	2.07E-01	1.86E+05	1.20E+00	1.34E-01	1.35E+02	4.11E+02	8.34E+03	7.69E+01	1.81E+02	3.15E+08	2.04E+05	9.90E+03	6.62E-01	7.06E+06	4.81E+00	6.66E+03	5.26E+02	2.55E+03	5.33E+07	1.50E+02	1.39E+03	6.55E+01	2.74E+04	6.86E+01	1.80E+01	3.38E-01	1.80E+05	6.01E+02	5.85E+01	5.10E+07	1.24E+02	1.10E+03	1.73E+03	2.51E+02	1.10E+06
L42611_f_at	"KERATIN, TYPE II CYTOSKELETAL 6D"	4.18E+04	1.43E+04	1.20E+04	3.54E+04	1.39E+04	3.83E+03	1.23E+05	1.09E+05	1.64E+04	1.32E+00	5.44E-01	4.48E+02	5.74E+03	1.05E+04	9.42E+03	6.19E+02	8.83E+03	2.30E+01	1.68E+04	4.43E+03	1.38E+06	4.25E+03	7.28E+01	2.12E+03	1.86E+04	6.21E+02	4.08E+02	4.05E+04	3.57E+03	9.61E+02	1.26E+04	4.73E+05	7.28E+01	4.75E+02	4.42E+02	2.10E+03	6.04E+03	1.01E+04	3.66E+04	2.76E+04	9.45E+04	2.41E+04
L42621_at	Ly-9 mRNA	2.24E+03	1.39E+02	4.27E+05	2.65E+03	4.06E+01	9.98E-02	1.90E+01	4.78E+04	1.75E+04	3.19E-01	1.10E+00	1.07E-01	1.00E-01	1.27E+04	2.15E+02	3.46E+03	1.43E-01	2.08E-01	9.26E+00	5.33E+01	9.37E-01	1.85E+00	7.45E+01	3.44E+00	1.70E-01	6.70E+02	1.75E+00	6.82E-02	4.30E+00	2.64E+02	5.27E+00	2.07E+00	1.41E+03	8.63E+01	1.10E-01	5.11E+03	1.21E+03	1.94E+03	1.94E+02	1.01E+03	5.48E+05	1.98E+06
L43338_at	(clone JJ1a) cadherin mRNA fragment	2.79E+03	4.73E+01	9.26E+02	9.65E+04	4.33E+03	6.15E+01	2.99E-01	5.93E-02	1.14E+04	3.20E-02	5.12E-02	3.39E+04	6.20E-02	4.63E-02	4.21E-02	2.36E-02	7.49E+00	1.77E-02	4.71E-02	6.46E-02	1.16E-01	1.14E-01	1.99E+01	3.59E+03	3.57E-01	1.18E+02	7.14E-02	4.02E-02	7.03E-02	1.66E-01	8.57E+02	2.13E-02	1.37E-02	6.52E-02	5.31E-03	6.53E-02	6.10E+00	3.45E-02	1.56E-02	4.84E-02	3.35E+06	2.22E+03
L43366_at	(clone jj1b) cadherin mRNA fragment	6.51E+04	5.13E+02	4.85E+02	1.09E+03	7.38E+03	5.61E+03	1.85E+02	3.47E+04	5.33E+03	1.94E+02	5.84E+03	1.58E+04	2.14E+03	9.64E+04	5.47E+02	7.03E+02	3.35E+04	2.37E+02	4.72E+04	3.16E+02	1.36E+03	7.37E+04	4.20E+03	1.54E+03	7.95E+04	3.58E+04	4.06E+02	2.92E+03	1.28E+04	1.03E+04	1.08E+04	9.39E+04	1.03E+03	7.95E+02	3.32E+02	1.49E+03	3.15E+02	6.02E+01	2.13E+03	6.21E+05	1.92E+02	4.30E+04
L43575_s_at	(clone EST02946) mRNA	4.01E+03	5.50E+00	2.06E+00	3.55E+02	7.54E+01	2.60E-01	2.43E+00	1.03E-01	8.32E+01	3.82E-02	9.77E-03	5.35E+00	1.21E+00	1.39E+02	4.42E-02	5.12E-02	3.75E-02	4.61E-01	2.10E-01	3.35E-02	1.01E-01	1.82E-02	3.54E+02	2.13E-01	6.50E-02	1.74E+00	4.88E-02	5.43E-02	5.38E-02	1.01E+02	6.89E+00	3.37E-02	1.54E-02	5.43E-02	1.34E-02	2.40E-02	2.22E-01	2.66E-02	3.82E-02	8.07E-02	7.08E+02	3.88E-01
L43576_at	(clone EST02946) mRNA	7.72E+03	4.34E+01	2.81E+03	3.26E+03	2.87E+03	3.13E+01	1.45E+01	1.11E-01	1.93E+05	1.02E-01	7.78E-02	2.06E+03	3.38E-01	7.23E-01	2.88E-01	5.78E-02	1.76E-01	3.28E-02	8.06E-02	9.05E+02	5.72E+02	7.63E-02	9.84E-01	4.79E+02	5.36E-01	1.13E+03	1.43E-01	4.96E-02	8.71E-02	7.15E+00	2.58E+03	4.27E-02	8.64E-02	5.03E-01	1.23E-02	4.17E-02	4.85E+02	9.79E-02	1.12E-01	3.68E+00	5.84E+04	1.85E+02
L43579_at	"L43579 Soares fetal liver spleen 1NFLS Homo sapiens cDNA clone 110298, mRNA sequence"	8.69E+02	3.39E+01	2.27E+01	2.64E+04	3.81E+02	5.13E+00	2.06E-02	2.58E-02	2.95E+02	1.83E-02	1.88E-02	1.29E-01	5.57E-03	7.60E-02	1.93E-02	8.79E-03	2.93E+00	9.90E-03	1.16E-02	9.82E-03	3.00E-01	1.03E-02	6.25E-02	1.77E+02	1.47E+00	1.85E-01	8.75E-01	1.25E-01	7.75E-02	3.28E-01	5.28E+02	4.12E-03	2.48E-03	3.85E-03	6.84E-03	3.47E-03	1.32E-01	9.01E-03	2.37E-02	1.16E-02	5.78E-02	3.29E-02
L43579_s_at	"L43579 Soares fetal liver spleen 1NFLS Homo sapiens cDNA clone 110298, mRNA sequence"	1.19E+04	6.95E+03	1.78E+04	8.88E+04	1.44E+06	5.46E+03	2.79E+03	2.29E+03	2.60E+04	7.82E+03	9.91E+05	9.88E+03	2.08E+01	1.62E+04	3.28E+04	1.96E+04	2.23E+04	7.28E+05	2.50E+04	6.10E+05	1.78E+09	2.08E+05	4.78E+05	7.95E+03	5.51E+04	9.92E+02	5.63E-02	4.94E-03	3.85E+04	3.53E+05	9.25E+03	1.70E+02	3.40E+03	5.97E+05	9.90E-03	1.77E+04	1.71E+04	5.88E+05	1.96E-02	3.04E+03	4.56E+04	1.67E+04
L43631_at	"Scaffold attachment factor (SAF-B) gene, partial cds"	9.59E+05	8.87E+04	9.09E+04	2.84E+04	3.91E+05	1.40E+04	3.07E+11	8.10E+04	2.27E+06	9.55E+03	1.43E+05	6.32E+03	1.66E+04	2.06E+04	6.56E+04	7.82E+03	1.37E+05	8.34E+04	4.73E+03	4.71E+05	9.05E+04	1.28E+05	1.74E+05	7.57E+04	3.27E+05	1.56E+05	4.09E+05	6.11E+04	2.47E+04	1.30E+04	5.92E+04	7.60E+02	1.56E+04	1.10E+05	2.12E+02	4.26E+04	2.61E+04	1.53E+04	3.91E+04	1.21E+05	1.09E+05	7.28E+04
L43821_at	Enhancer of filamentation (HEF1) mRNA	6.38E+03	3.77E+03	3.09E+03	6.78E+08	1.96E+05	8.82E+02	9.27E+04	1.50E+05	1.38E+05	1.60E+05	2.92E+05	1.46E+04	4.90E+02	1.42E+03	8.37E+03	1.74E+04	5.54E+04	5.85E+00	1.87E+04	5.74E+03	1.25E+04	2.40E+04	6.44E+05	3.78E+04	1.97E+04	2.50E+04	1.95E+03	3.43E+03	1.86E+04	3.32E+04	5.73E+05	9.58E+02	2.03E+03	2.71E+04	2.02E+00	1.62E+01	1.17E+04	3.50E+02	4.40E+04	4.79E+04	1.94E+05	1.07E+03
L43964_at	PSEN2 Presenilin 2 (Alzheimer disease 4)	2.90E+02	5.72E+04	1.66E+02	2.00E+05	2.22E+04	1.75E+00	1.35E+00	4.26E+03	2.87E+04	1.89E-01	3.57E+00	1.06E+01	4.22E+01	1.38E-01	1.34E+02	3.97E+02	5.82E-02	1.87E-01	5.94E-02	8.74E+00	2.68E+00	4.26E-02	3.56E+02	1.32E-01	2.75E+01	2.25E+02	1.38E+04	7.82E+04	3.22E+00	4.78E+03	4.35E+04	4.06E+02	1.86E+04	8.44E+01	4.39E+01	2.58E+02	3.44E+00	3.82E+00	1.58E+02	9.54E+02	1.96E+04	3.90E-02
L44140_cds4_s_at	DNL1L gene extracted from Homo sapiens chromosome X region from filamin (FLN) gene to glucose-6-phosphate dehydrogenase (G6PD) gene's	1.89E+05	1.03E-02	3.20E+02	4.57E+04	5.46E+05	4.56E+03	2.95E+04	6.36E+03	4.13E+02	2.29E+03	2.27E+05	2.70E+04	5.20E-03	1.24E+06	3.50E+04	5.74E+04	1.10E+06	1.58E+07	6.93E+02	7.06E+02	2.80E+05	3.23E+04	4.03E+03	8.40E-02	1.09E+04	2.17E+05	7.18E+03	3.40E+03	1.32E+05	1.04E+06	9.64E+05	5.61E+05	5.54E+02	2.79E+06	2.46E-02	7.14E+02	2.31E-01	3.57E+03	1.17E+04	4.00E+04	1.14E+05	1.37E-01
L46353_at	"High-mobility group phosphoprotein (HMGI-C) gene, exons 1-3"	8.13E+04	9.43E+03	1.08E+05	3.11E+04	1.48E+04	5.48E+03	7.68E+04	3.11E+01	3.22E+04	9.98E+09	1.11E+04	5.98E+04	3.10E+06	1.27E+05	2.74E+05	6.34E+05	1.10E+05	6.81E+03	2.60E+05	3.52E+04	5.79E+04	2.64E+04	7.43E+03	3.02E+06	3.91E+05	6.60E+06	3.72E+04	3.99E+05	3.44E+04	2.11E+05	6.19E+04	1.70E-03	9.52E-03	1.35E+04	7.50E+04	9.53E+03	2.81E-01	5.40E+04	1.92E+06	3.21E-03	7.67E+05	2.28E+05
L46720_s_at	Phosphodiesterase I alpha	9.87E+01	9.39E+05	3.49E+05	3.97E+08	1.18E+04	1.89E-01	9.25E-02	3.32E+00	8.35E+03	1.66E+04	2.09E+04	1.83E+04	1.77E-02	1.43E-01	1.09E-01	4.71E-02	2.76E+04	1.34E-02	6.44E-02	6.05E-02	7.26E-01	7.38E-02	1.23E+03	4.31E+05	1.52E+06	1.58E+01	4.23E-01	1.33E+06	2.82E+04	1.06E+03	6.28E+03	6.32E-02	1.31E-02	6.36E-02	2.14E-02	2.10E-02	1.43E+03	2.32E-02	8.52E+03	6.16E-02	1.69E+04	6.28E+05
L47125_s_at	EEF1A1 Translation elongation factor 1-alpha-1	2.08E+04	4.14E+03	2.86E+04	5.10E+03	1.72E+07	1.63E+03	6.86E+02	2.04E+01	3.23E+04	8.57E+00	2.64E-01	9.27E+04	1.11E-01	8.09E+05	3.61E+06	2.62E+00	8.31E+04	1.32E+00	1.64E+01	2.98E+01	7.30E+02	2.97E-01	8.31E+01	2.95E+05	1.28E+02	4.28E+03	5.70E+02	1.15E+02	2.13E+02	1.47E+03	2.48E+04	1.08E-01	3.56E-02	3.46E-01	2.93E-02	1.61E-02	1.86E+03	8.53E-02	5.82E+01	7.34E+02	1.28E+04	2.86E+02
L47276_s_at	"(cell line HL-60) alpha topoisomerase truncated-form mRNA, 3'UTR"	4.25E+04	1.42E+04	1.23E+05	6.42E+02	5.45E+03	7.15E+02	4.98E+02	4.79E+03	2.38E+04	1.77E+02	4.80E-02	1.78E+01	6.80E+03	6.36E+02	1.92E+03	1.82E+03	6.67E-02	6.50E+02	4.92E+02	3.42E+03	9.48E+01	1.64E+01	4.70E+01	2.57E+02	1.11E+01	2.62E+04	1.53E+04	7.25E+03	1.38E+03	1.73E+02	3.13E+04	1.85E+03	2.61E+03	7.59E+04	2.86E+01	1.73E+01	2.03E+02	2.50E+03	1.15E+04	6.86E+03	3.56E+03	2.05E+05
L47345_at	"TCEB3 Transcription elongation factor B (SIII), polypeptide 3 (110kD, elongin A)"	1.72E+03	1.23E-01	2.08E-02	1.21E+03	3.14E-02	1.44E-01	6.95E-02	2.79E-02	2.94E-01	9.52E-03	9.43E-03	2.60E-02	7.70E-02	8.83E-02	5.62E-02	2.44E-02	6.79E+00	1.20E-01	1.92E-02	1.69E-02	1.04E-01	3.31E-02	4.26E-02	3.19E-01	5.56E-02	2.11E+00	7.04E-01	3.94E+02	1.91E-01	3.88E-02	7.69E-01	2.78E-02	1.10E-02	1.38E-02	8.52E-01	4.65E-02	1.76E+04	1.49E+00	8.96E-02	3.34E-02	2.45E+04	1.14E+03
L47726_at	PAH Phenylalanine hydroxylase	5.28E+03	1.74E+04	1.56E+04	3.16E+03	4.70E+03	2.31E+05	2.78E+03	6.31E+04	6.75E+03	2.84E+05	7.07E+05	8.09E+03	2.95E+04	2.59E+03	1.17E+04	2.13E+04	2.90E+05	7.45E+03	1.87E+05	2.77E+03	1.09E+04	1.24E+04	2.11E+03	2.81E+03	5.76E+03	4.24E+04	1.16E+07	5.58E+09	4.86E+04	1.69E+06	5.72E+04	1.39E+05	5.38E+06	1.57E+04	1.95E+04	1.87E+05	2.84E+04	9.80E+03	5.44E+06	2.33E+05	1.17E+04	2.20E+06
L47738_at	Inducible protein mRNA	1.12E+01	2.73E-01	2.28E-01	7.14E-02	1.40E+03	3.80E+03	4.80E+02	1.12E-02	5.84E+04	1.27E-01	3.78E-02	1.89E+03	7.56E-02	2.34E+03	8.83E-02	6.10E-01	1.43E+03	8.09E-02	1.98E+00	7.22E+02	5.79E-01	4.87E-02	4.11E-02	6.66E-02	8.29E-03	4.44E-01	7.76E-03	4.48E-03	1.57E-02	4.14E-02	5.01E-02	2.34E-03	1.02E-02	1.99E-02	9.21E-04	1.38E-02	8.37E-02	6.24E-02	4.87E-03	1.43E-02	3.34E+02	7.40E-03
L48211_at	Angiotensin II receptor gene	3.16E+04	2.98E+04	1.60E+04	2.23E+03	1.01E+08	1.11E+04	1.29E+05	1.04E+04	1.32E+05	1.32E+04	2.23E+04	2.08E+01	2.25E+05	1.77E+03	7.35E+06	8.66E+06	1.15E+06	9.14E+03	2.40E+04	2.37E+03	1.12E+04	1.62E+04	5.78E+03	9.79E+03	3.81E+04	1.60E+05	2.10E+04	7.76E+04	7.45E+04	1.25E+04	1.18E+05	1.61E+04	1.66E+05	5.38E+04	3.10E+04	3.63E+04	1.58E+02	1.25E+04	2.97E+05	1.19E+05	3.93E+06	7.58E+04
L48513_at	Paraoxonase (PON2) mRNA	2.31E+00	2.48E-01	3.09E-02	7.43E+04	2.66E+00	3.77E+01	1.69E+00	1.21E-01	1.65E+03	4.62E-01	1.06E-01	2.92E+03	1.54E+02	6.09E+00	9.51E+01	6.23E-02	3.78E+02	5.37E-02	1.35E+05	8.98E-02	2.94E-01	2.93E+01	2.95E+01	1.70E+04	6.29E+03	6.19E+00	4.44E+02	1.87E+02	5.50E+03	2.72E+01	5.54E+03	4.37E-02	5.90E-02	6.42E-02	6.29E-02	4.24E-02	6.10E+00	1.99E+00	1.21E-01	2.26E+01	7.53E-02	1.09E+00
L48516_at	"Paraoxonase 3 (PON3) mRNA, 3' end of cds"	4.59E+03	5.05E+04	1.25E+06	1.49E+05	4.30E+03	2.91E+04	1.48E+04	3.05E+03	5.77E+04	2.85E+08	2.34E+03	5.14E+02	4.57E-01	3.10E+03	1.19E+03	1.38E+02	1.48E+04	8.98E+00	2.50E-01	6.16E+02	4.31E+02	2.57E+03	3.84E+03	3.03E+04	6.81E+04	6.18E+05	6.17E+00	8.14E+02	3.49E+02	4.34E+06	1.78E+03	2.89E-02	2.12E-02	3.99E+01	1.64E-02	3.02E-02	2.15E+05	5.14E-02	6.42E+01	9.16E+02	5.79E+04	5.35E+04
L48546_at	TSC2 Tuberin	3.21E+03	6.63E+03	9.55E+01	7.69E+02	1.10E+03	2.06E+01	2.42E+00	4.48E+00	8.53E+03	1.72E-01	1.13E+00	4.22E+01	3.54E+00	3.12E-01	9.28E-01	1.57E+00	1.53E+01	1.20E-01	6.31E+01	2.28E+02	9.81E+03	5.62E-01	2.36E-01	3.05E+01	5.46E+01	8.88E+02	1.93E+02	1.11E+03	5.16E-01	6.58E+02	2.57E-01	1.43E+02	4.61E+01	2.72E+01	3.59E-01	4.06E+00	2.10E+03	1.06E+01	5.98E+02	3.83E+04	1.19E+04	6.40E+04
L48692_at	(clone p5-23-3) mRNA	3.35E+02	1.20E+05	8.66E+02	2.06E+03	1.16E+02	1.05E+02	1.61E+01	3.33E-01	3.22E+03	3.33E+01	1.83E+00	5.95E+05	8.18E-02	3.39E+04	3.14E+00	8.68E-02	6.65E+03	6.18E-02	3.78E-02	1.00E+02	3.19E+02	3.64E-02	4.56E+03	6.95E-02	4.16E-01	1.55E+02	5.40E+00	6.44E+02	3.13E-02	3.35E+00	2.01E+04	9.80E-02	4.91E-02	5.95E-02	1.06E-01	4.18E-02	5.96E+04	3.27E+01	1.78E-01	8.94E-02	9.20E+01	9.95E-02
L48728_cds1_at	TCRBV10S1 gene extracted from Homo sapiens T cell receptor beta (TCRBV10S1) gene	1.13E+04	2.65E-01	1.84E+00	5.81E+04	5.54E+03	5.44E-02	2.04E-01	3.47E-02	8.31E+00	1.34E-01	5.28E-02	1.29E+04	9.53E-03	2.20E-01	2.59E+00	4.30E-01	1.23E-01	1.03E-01	8.20E-01	3.66E+02	6.63E-02	3.60E-02	9.27E-02	1.91E-02	3.43E-02	1.41E+02	1.60E-01	1.09E+00	5.39E-02	1.31E+00	1.46E+01	1.20E+00	8.94E-02	4.69E-01	1.09E-02	4.82E-02	9.90E-02	4.45E-01	6.06E-02	3.50E+00	3.87E+02	8.12E+02
L49054_at	T(3;5)(q25.1;p34) fusion gene NPM-MLF1 mRNA	7.42E+04	1.78E+02	4.12E+04	2.10E+04	3.17E+05	2.34E+03	8.16E+02	1.01E+01	5.10E+05	1.19E+05	8.70E+05	3.93E+04	9.60E-01	4.31E+04	6.82E+01	1.71E-01	1.29E+07	1.07E+00	1.16E+00	2.10E+02	3.42E+04	1.96E+06	5.05E+02	1.28E+04	5.78E+01	7.97E+03	4.51E+00	7.26E+04	1.16E+06	1.21E+03	2.15E+04	2.00E+04	3.03E-02	1.57E+03	7.23E-02	1.23E+01	6.57E+03	2.59E-01	3.78E+03	2.25E+02	2.34E+06	1.41E+05
L49169_at	G0S3 mRNA	9.02E+03	3.88E+05	2.40E+04	4.16E+03	5.96E+05	5.04E+01	1.32E+05	3.38E+01	8.03E+03	3.81E+06	5.23E+03	1.45E+06	5.65E-02	2.34E+00	1.25E+00	2.85E-01	1.13E+04	4.12E-02	1.58E+04	1.98E-02	6.49E+02	5.31E-02	7.71E+06	6.00E+03	7.32E+04	7.22E+01	1.07E-01	6.43E+02	3.29E+03	1.75E+02	4.16E+03	2.72E-02	1.73E-02	4.95E+03	1.96E-02	4.91E+00	2.18E+03	7.60E+00	1.01E-01	7.11E+02	3.69E+02	4.16E+03
L49173_f_at	"OCP2 gene, partial cds"	3.98E+04	1.57E+04	3.10E+03	6.20E+05	2.90E-01	1.91E+03	5.95E+01	1.72E+03	2.33E+04	4.90E+04	5.47E+05	1.50E+06	1.03E+03	7.52E+03	2.88E+03	4.10E+03	1.25E+05	4.94E+03	7.48E+04	8.53E+02	1.93E+03	2.18E+04	8.61E+03	8.08E+06	1.85E+04	2.38E+05	7.61E+07	4.08E+05	8.19E+03	6.59E+03	6.28E+04	4.13E+06	1.96E+03	1.77E+06	1.08E+04	1.82E+04	2.82E+03	9.77E+03	5.29E+03	5.73E+04	1.47E+06	3.59E+04
L49209_s_at	"Retinoblastoma susceptibility protein (RB1) I66D 4 bp deletion mutant (resulting in premature stop at amino acid 134) gene, exon 4 (L11910 bases 41867-42075)"	9.34E+03	1.34E+05	3.86E+04	1.07E+05	8.79E+04	4.90E+04	1.35E+04	1.41E+04	6.27E+05	2.50E+05	2.20E+05	8.74E+04	9.55E+03	1.53E+04	4.45E+04	9.47E+03	3.31E+04	8.07E+01	1.55E+04	2.89E+02	1.20E+05	1.41E+07	9.23E+04	8.51E+03	1.08E+06	8.21E+03	1.59E+03	6.29E+05	6.68E+06	1.22E+06	1.17E+04	3.98E+05	1.03E+05	7.09E+04	2.48E+04	2.89E+05	5.89E+03	7.01E+04	2.45E+04	1.23E+05	2.61E+04	4.31E+05
L49218_f_at	RB1 Retinoblastoma 1 (including osteosarcoma)	7.41E+03	4.43E+04	5.01E+03	1.75E+04	4.55E+03	2.40E+01	1.46E+00	3.53E-02	1.12E+05	5.25E+02	1.42E+02	7.55E+05	2.44E-02	4.99E-01	2.59E+03	3.64E-02	2.29E-01	1.09E-02	3.99E-02	1.80E-02	3.66E+02	3.81E-02	4.58E+02	1.02E+01	1.12E+03	2.84E-01	3.21E-02	5.40E+02	1.21E+04	8.59E-02	4.56E+02	6.79E-03	1.58E-02	8.83E+03	6.68E-03	2.54E-02	1.83E+04	9.59E-01	5.79E-02	3.98E+05	7.89E+03	3.64E-01
L49219_f_at	"Retinoblastoma susceptibility protein (RB1) L486W 4 bp deletion mutant (resulting in premature stop at amino acid 490) gene, exon 16 (L11910 bases 76983-77136)"	4.29E-01	7.53E-02	6.05E-02	5.93E+01	5.37E+04	9.17E-02	4.15E-02	2.42E-02	4.07E+00	2.12E-02	2.82E-02	6.61E+01	1.73E-02	2.80E-02	3.23E-02	1.79E-02	6.36E-02	6.81E-03	2.82E-02	2.14E-02	6.02E-02	1.38E-02	2.65E-02	8.05E-02	9.37E-02	5.93E-02	8.56E-02	8.52E-02	2.67E-02	5.26E-02	8.34E-02	8.91E-03	8.06E-03	1.36E-02	9.53E-03	8.31E-03	1.84E-01	1.72E-02	2.49E-02	2.54E-02	1.43E+02	3.59E-02
L49229_f_at	"Retinoblastoma susceptibility protein (RB1) gene, with a 3 bp deletion in exon 22 (L11910 bases 161855-162161)"	3.59E+05	3.88E+02	3.95E+03	1.98E+03	1.90E+02	2.81E-01	1.47E+02	8.78E-01	5.46E+03	8.52E+00	1.92E-01	8.87E+02	5.85E+00	1.67E+05	2.57E+02	1.04E-01	1.96E+00	4.88E-02	1.81E+01	1.04E-01	7.53E+00	1.68E-01	2.74E+04	5.71E+03	2.46E+02	9.20E+04	4.50E+02	4.76E+03	3.45E+03	2.68E+03	9.21E+01	5.07E-02	8.80E+01	9.05E-02	3.99E-02	6.63E-02	1.46E+04	9.58E-02	5.31E+01	7.89E+03	1.10E+04	6.70E-01
L49380_at	"Transcription factor ZFM1 isoform B3 mRNA, complete  cds"	2.15E+05	8.59E+01	4.09E+02	1.29E+05	1.11E+05	1.82E+05	2.08E+03	1.27E+01	2.70E+04	6.52E-02	9.12E-02	2.78E+02	3.14E-02	1.39E-01	3.57E-02	1.97E-02	6.47E-01	2.62E-02	1.72E-02	4.16E-02	6.85E-02	2.83E-02	9.62E+01	3.20E+06	5.23E+03	5.59E+03	2.87E+01	2.80E-01	4.19E+03	3.93E+03	7.26E+05	1.34E-02	1.12E-02	2.05E-02	1.63E-02	8.83E-03	8.30E-02	5.28E-02	6.81E-02	2.75E-02	4.02E+00	1.05E-01
L75847_at	ZNF45 Zinc finger protein 45 (a Kruppel-associated box (KRAB) domain polypeptide)	1.26E+00	7.58E-02	7.33E+03	7.61E+01	2.18E+03	4.24E-01	1.45E-01	2.08E-02	9.37E+02	8.98E+01	1.08E+03	1.03E+08	1.38E-02	2.49E-01	3.86E-02	2.35E-02	2.92E+04	1.20E-02	3.76E-02	7.76E-02	2.62E-02	2.14E-02	7.76E-02	1.48E+01	9.05E+00	1.11E-01	1.64E-02	1.69E-02	1.53E-02	4.06E-02	2.16E+01	5.97E-03	3.25E-03	7.48E+03	5.14E-03	5.86E-03	4.09E-02	1.71E-01	1.82E-02	1.71E-02	6.45E-02	1.25E-02
L76159_at	FRG1 mRNA	1.29E+00	5.84E-02	7.37E+02	6.68E+05	1.03E+00	1.94E+01	2.05E-01	2.62E-02	1.16E+04	3.00E-01	4.08E+03	8.14E+04	2.16E-02	7.76E+01	2.49E+01	6.82E-02	2.44E+04	7.15E-02	2.77E-02	3.84E+02	7.70E-02	2.15E-01	1.48E+03	6.20E+03	3.08E+02	6.96E+03	3.12E-02	2.73E-02	3.36E-02	3.17E+04	2.16E+03	1.63E-02	6.71E-03	4.90E-02	8.19E-03	1.04E-02	3.15E-02	4.05E-02	4.76E-02	2.44E-02	1.23E+05	1.14E+01
L76191_at	Interleukin-1 receptor-associated kinase (IRAK) mRNA	2.36E+04	9.77E+04	1.33E-01	6.15E+04	3.82E+03	8.94E+01	1.56E+02	3.87E+03	2.35E+03	1.76E-02	2.83E-02	5.16E+02	6.33E+03	1.07E-01	7.58E-02	1.19E+01	3.98E-01	1.42E-02	2.77E+05	5.67E+03	9.60E+03	2.12E-02	3.28E+02	6.84E+01	3.30E+02	1.37E+02	1.38E+04	2.36E+07	3.36E+04	3.99E+02	6.76E+02	2.12E+04	1.57E+06	6.78E+04	1.47E+04	1.17E+02	2.22E+03	2.01E+04	6.81E+05	6.24E+04	5.83E+04	2.50E+04
L76200_at	Guanylate kinase (GUK1) mRNA	2.02E+03	4.52E+02	1.75E+05	1.89E+04	2.86E+03	1.02E+01	3.55E+01	5.04E+01	5.33E+04	7.68E-02	1.77E-01	6.94E+04	2.02E-01	1.65E+00	3.58E+03	3.83E+02	6.43E+01	6.99E-02	2.42E-01	6.71E+00	3.91E+02	9.77E-01	1.50E-02	6.61E-01	5.42E-02	4.40E-02	5.02E-02	1.42E+00	2.09E-02	3.12E-02	1.02E+01	3.01E-02	5.31E-03	6.19E-02	2.56E-03	4.04E-02	2.48E+02	1.59E-01	1.59E-02	2.06E-01	5.01E+02	2.46E-02
